"Load Name","PTID","Subzone","Zone"
"EDFIPS_NY_MILLWOOD",408727,"NYSEG MILLWOOD","MILLWD"
"EDFIPS_NY_MOHAWKVY",405727,"NYSEG MOHAWK VLY","MHK VL"
"EDFIPS_NY_NORTH",404727,"NYSEG NORTH","NORTH"
"EDFIPS_NY_WEST",401727,"NYSEG WEST","WEST"
"EDFIPS_OR_HUDSONVY",607727,"O&R HUDSON VLY","HUD VL"
"EDFIPS_RG_GENESEE",802727,"RG&E GENESEE","GENESE"
"EDPRNAVT_VL_CAPITAL",988880,"NMPC CAPITAL","CAPITL"
"EDPRNAVT_VL_CENTRAL",982880,"NMPC CENTRAL","CENTRL"
"EDPRNAVT_VL_DUNWOODI",994880,"CON ED DUNWOODIE","DUNWOD"
"EDPRNAVT_VL_GENESEE",980880,"NMPC GENESEE","GENESE"
"EDPRNAVT_VL_HUDSONVY",990880,"CENT HUD HUDSON VLY","HUD VL"
"EDPRNAVT_VL_LONG-ISL",998880,"LIPA LONG ISLAND","LONGIL"
"EDPRNAVT_VL_MILLWOOD",992880,"CON ED MILLWOOD","MILLWD"
"EDPRNAVT_VL_MOHAWKVY",986880,"NMPC MOHAWK VLY","MHK VL"
"EDPRNAVT_VL_NORTH",984880,"NMPC NORTH","NORTH"
"EDPRNAVT_VL_NY-CITY",996880,"CON ED NY CITY","N.Y.C."
"EDPRNAVT_VL_WEST",978880,"NMPC WEST","WEST"
"EDPRNAVT_VS_CAPITAL",989880,"NMPC CAPITAL","CAPITL"
"EDPRNAVT_VS_CENTRAL",983880,"NMPC CENTRAL","CENTRL"
"EDPRNAVT_VS_DUNWOODI",995880,"CON ED DUNWOODIE","DUNWOD"
"EDPRNAVT_VS_GENESEE",981880,"NMPC GENESEE","GENESE"
"EDPRNAVT_VS_HUDSONVY",991880,"CENT HUD HUDSON VLY","HUD VL"
"EDPRNAVT_VS_LONG-ISL",999880,"LIPA LONG ISLAND","LONGIL"
"EDPRNAVT_VS_MILLWOOD",993880,"CON ED MILLWOOD","MILLWD"
"EDPRNAVT_VS_MOHAWKVY",987880,"NMPC MOHAWK VLY","MHK VL"
"EDPRNAVT_VS_NORTH",985880,"NMPC NORTH","NORTH"
"EDPRNAVT_VS_NY-CITY",997880,"CON ED NY CITY","N.Y.C."
"EDPRNAVT_VS_WEST",979880,"NMPC WEST","WEST"
"EECI_CE_DUNWOODI",109239,"CON ED DUNWOODIE","DUNWOD"
"EECI_CE_HUDSONVY",107239,"CON ED HUDSON VLY","HUD VL"
"EECI_CE_MILLWOOD",108239,"CON ED MILLWOOD","MILLWD"
"EECI_CE_NY-CITY",110239,"CON ED NY CITY","N.Y.C."
"EECI_CH_HUDSONVY",507239,"CENT HUD HUDSON VLY","HUD VL"
"EECI_CH_MOHAWKVY",505239,"CENT HUD MOHAWK VLY","MHK VL"
"EECI_NM_CAPITAL",306239,"NMPC CAPITAL","CAPITL"
"EECI_NM_CENTRAL",303239,"NMPC CENTRAL","CENTRL"
"EECI_NM_GENESEE",302239,"NMPC GENESEE","GENESE"
"EECI_NM_MOHAWKVY",305239,"NMPC MOHAWK VLY","MHK VL"
"EECI_NM_NORTH",304239,"NMPC NORTH","NORTH"
"EECI_NM_WEST",301239,"NMPC WEST","WEST"
"EECI_OR_HUDSONVY",607239,"O&R HUDSON VLY","HUD VL"
"EECI-B_NY_CAPITAL",406366,"NYSEG CAPITAL","CAPITL"
"EECI-B_NY_CENTRAL",403366,"NYSEG CENTRAL","CENTRL"
"EECI-B_NY_HUDSONVY",407366,"NYSEG HUDSON VLY","HUD VL"
"EECI-B_NY_MILLWOOD",408366,"NYSEG MILLWOOD","MILLWD"
"EECI-B_NY_MOHAWKVY",405366,"NYSEG MOHAWK VLY","MHK VL"
"EECI-B_NY_NORTH",404366,"NYSEG NORTH","NORTH"
"EECI-B_NY_WEST",401366,"NYSEG WEST","WEST"
"EECI-B_RG_GENESEE",802366,"RG&E GENESEE","GENESE"
"EFFINXVT_VL_CAPITAL",988002,"NMPC CAPITAL","CAPITL"
"EFFINXVT_VL_CAPITAL2",966002,"NMPC CAPITAL","CAPITL"
"EFFINXVT_VL_CAPITAL3",944002,"NMPC CAPITAL","CAPITL"
"EFFINXVT_VL_CENTRAL",982002,"NMPC CENTRAL","CENTRL"
"EFFINXVT_VL_CENTRAL2",960002,"NMPC CENTRAL","CENTRL"
"EFFINXVT_VL_CENTRAL3",938002,"NMPC CENTRAL","CENTRL"
"EFFINXVT_VL_DUNWOODI",994002,"CON ED DUNWOODIE","DUNWOD"
"EFFINXVT_VL_DUNWOODI2",972002,"CON ED DUNWOODIE","DUNWOD"
"EFFINXVT_VL_DUNWOODI3",950002,"CON ED DUNWOODIE","DUNWOD"
"EFFINXVT_VL_GENESEE",980002,"NMPC GENESEE","GENESE"
"EFFINXVT_VL_GENESEE2",958002,"NMPC GENESEE","GENESE"
"EFFINXVT_VL_GENESEE3",936002,"NMPC GENESEE","GENESE"
"EFFINXVT_VL_HUDSONVY",990002,"CENT HUD HUDSON VLY","HUD VL"
"EFFINXVT_VL_HUDSONVY2",968002,"CENT HUD HUDSON VLY","HUD VL"
"EFFINXVT_VL_HUDSONVY3",946002,"CENT HUD HUDSON VLY","HUD VL"
"EFFINXVT_VL_LONG-ISL",998002,"LIPA LONG ISLAND","LONGIL"
"EFFINXVT_VL_LONG-ISL2",976002,"LIPA LONG ISLAND","LONGIL"
"EFFINXVT_VL_LONG-ISL3",954002,"LIPA LONG ISLAND","LONGIL"
"EFFINXVT_VL_MILLWOOD",992002,"CON ED MILLWOOD","MILLWD"
"EFFINXVT_VL_MILLWOOD2",970002,"CON ED MILLWOOD","MILLWD"
"EFFINXVT_VL_MILLWOOD3",948002,"CON ED MILLWOOD","MILLWD"
"EFFINXVT_VL_MOHAWKVY",986002,"NMPC MOHAWK VLY","MHK VL"
"EFFINXVT_VL_MOHAWKVY2",964002,"NMPC MOHAWK VLY","MHK VL"
"EFFINXVT_VL_MOHAWKVY3",942002,"NMPC MOHAWK VLY","MHK VL"
"EFFINXVT_VL_NORTH",984002,"NMPC NORTH","NORTH"
"EFFINXVT_VL_NORTH2",962002,"NMPC NORTH","NORTH"
"EFFINXVT_VL_NORTH3",940002,"NMPC NORTH","NORTH"
"EFFINXVT_VL_NY-CITY",996002,"CON ED NY CITY","N.Y.C."
"EFFINXVT_VL_NY-CITY2",974002,"CON ED NY CITY","N.Y.C."
"EFFINXVT_VL_NY-CITY3",952002,"CON ED NY CITY","N.Y.C."
"EFFINXVT_VL_WEST",978002,"NMPC WEST","WEST"
"EFFINXVT_VL_WEST2",956002,"NMPC WEST","WEST"
"EFFINXVT_VL_WEST3",934002,"NMPC WEST","WEST"
"EFFINXVT_VS_CAPITAL",989002,"NMPC CAPITAL","CAPITL"
"EFFINXVT_VS_CAPITAL2",967002,"NMPC CAPITAL","CAPITL"
"EFFINXVT_VS_CAPITAL3",945002,"NMPC CAPITAL","CAPITL"
"EFFINXVT_VS_CENTRAL",983002,"NMPC CENTRAL","CENTRL"
"EFFINXVT_VS_CENTRAL2",961002,"NMPC CENTRAL","CENTRL"
"EFFINXVT_VS_CENTRAL3",939002,"NMPC CENTRAL","CENTRL"
"EFFINXVT_VS_DUNWOODI",995002,"CON ED DUNWOODIE","DUNWOD"
"EFFINXVT_VS_DUNWOODI2",973002,"CON ED DUNWOODIE","DUNWOD"
"EFFINXVT_VS_DUNWOODI3",951002,"CON ED DUNWOODIE","DUNWOD"
"EFFINXVT_VS_GENESEE",981002,"NMPC GENESEE","GENESE"
"EFFINXVT_VS_GENESEE2",959002,"NMPC GENESEE","GENESE"
"EFFINXVT_VS_GENESEE3",937002,"NMPC GENESEE","GENESE"
"EFFINXVT_VS_HUDSONVY",991002,"CENT HUD HUDSON VLY","HUD VL"
"EFFINXVT_VS_HUDSONVY2",969002,"CENT HUD HUDSON VLY","HUD VL"
"EFFINXVT_VS_HUDSONVY3",947002,"CENT HUD HUDSON VLY","HUD VL"
"EFFINXVT_VS_LONG-ISL",999002,"LIPA LONG ISLAND","LONGIL"
"EFFINXVT_VS_LONG-ISL2",977002,"LIPA LONG ISLAND","LONGIL"
"EFFINXVT_VS_LONG-ISL3",955002,"LIPA LONG ISLAND","LONGIL"
"EFFINXVT_VS_MILLWOOD",993002,"CON ED MILLWOOD","MILLWD"
"EFFINXVT_VS_MILLWOOD2",971002,"CON ED MILLWOOD","MILLWD"
"EFFINXVT_VS_MILLWOOD3",949002,"CON ED MILLWOOD","MILLWD"
"EFFINXVT_VS_MOHAWKVY",987002,"NMPC MOHAWK VLY","MHK VL"
"EFFINXVT_VS_MOHAWKVY2",965002,"NMPC MOHAWK VLY","MHK VL"
"EFFINXVT_VS_MOHAWKVY3",943002,"NMPC MOHAWK VLY","MHK VL"
"EFFINXVT_VS_NORTH",985002,"NMPC NORTH","NORTH"
"EFFINXVT_VS_NORTH2",963002,"NMPC NORTH","NORTH"
"EFFINXVT_VS_NORTH3",941002,"NMPC NORTH","NORTH"
"EFFINXVT_VS_NY-CITY",997002,"CON ED NY CITY","N.Y.C."
"EFFINXVT_VS_NY-CITY2",975002,"CON ED NY CITY","N.Y.C."
"EFFINXVT_VS_NY-CITY3",953002,"CON ED NY CITY","N.Y.C."
"EFFINXVT_VS_WEST",979002,"NMPC WEST","WEST"
"EFFINXVT_VS_WEST2",957002,"NMPC WEST","WEST"
"EFFINXVT_VS_WEST3",935002,"NMPC WEST","WEST"
"EGLSVWVT_VL_CAPITAL",988003,"NMPC CAPITAL","CAPITL"
"EGLSVWVT_VL_CAPITAL2",966003,"NMPC CAPITAL","CAPITL"
"EGLSVWVT_VL_CAPITAL3",944003,"NMPC CAPITAL","CAPITL"
"EGLSVWVT_VL_CENTRAL",982003,"NMPC CENTRAL","CENTRL"
"EGLSVWVT_VL_CENTRAL2",960003,"NMPC CENTRAL","CENTRL"
"EGLSVWVT_VL_CENTRAL3",938003,"NMPC CENTRAL","CENTRL"
"EGLSVWVT_VL_DUNWOODI",994003,"CON ED DUNWOODIE","DUNWOD"
"EGLSVWVT_VL_DUNWOODI2",972003,"CON ED DUNWOODIE","DUNWOD"
"EGLSVWVT_VL_DUNWOODI3",950003,"CON ED DUNWOODIE","DUNWOD"
"EGLSVWVT_VL_GENESEE",980003,"NMPC GENESEE","GENESE"
"EGLSVWVT_VL_GENESEE2",958003,"NMPC GENESEE","GENESE"
"EGLSVWVT_VL_GENESEE3",936003,"NMPC GENESEE","GENESE"
"EGLSVWVT_VL_HUDSONVY",990003,"O&R HUDSON VLY","HUD VL"
"EGLSVWVT_VL_HUDSONVY2",968003,"O&R HUDSON VLY","HUD VL"
"EGLSVWVT_VL_HUDSONVY3",946003,"O&R HUDSON VLY","HUD VL"
"EGLSVWVT_VL_LONG-ISL",998003,"LIPA LONG ISLAND","LONGIL"
"EGLSVWVT_VL_LONG-ISL2",976003,"LIPA LONG ISLAND","LONGIL"
"EGLSVWVT_VL_LONG-ISL3",954003,"LIPA LONG ISLAND","LONGIL"
"EGLSVWVT_VL_MILLWOOD",992003,"CON ED MILLWOOD","MILLWD"
"EGLSVWVT_VL_MILLWOOD2",970003,"CON ED MILLWOOD","MILLWD"
"EGLSVWVT_VL_MILLWOOD3",948003,"CON ED MILLWOOD","MILLWD"
"EGLSVWVT_VL_MOHAWKVY",986003,"NMPC MOHAWK VLY","MHK VL"
"EGLSVWVT_VL_MOHAWKVY2",964003,"NMPC MOHAWK VLY","MHK VL"
"EGLSVWVT_VL_MOHAWKVY3",942003,"NMPC MOHAWK VLY","MHK VL"
"EGLSVWVT_VL_NORTH",984003,"NMPC NORTH","NORTH"
"EGLSVWVT_VL_NORTH2",962003,"NMPC NORTH","NORTH"
"EGLSVWVT_VL_NORTH3",940003,"NMPC NORTH","NORTH"
"EGLSVWVT_VL_NY-CITY",996003,"CON ED NY CITY","N.Y.C."
"EGLSVWVT_VL_NY-CITY2",974003,"CON ED NY CITY","N.Y.C."
"EGLSVWVT_VL_NY-CITY3",952003,"CON ED NY CITY","N.Y.C."
"EGLSVWVT_VL_WEST",978003,"NMPC WEST","WEST"
"EGLSVWVT_VL_WEST2",956003,"NMPC WEST","WEST"
"EGLSVWVT_VL_WEST3",934003,"NMPC WEST","WEST"
"EGLSVWVT_VS_CAPITAL",989003,"NMPC CAPITAL","CAPITL"
"EGLSVWVT_VS_CAPITAL2",967003,"NMPC CAPITAL","CAPITL"
"EGLSVWVT_VS_CAPITAL3",945003,"NMPC CAPITAL","CAPITL"
"EGLSVWVT_VS_CENTRAL",983003,"NMPC CENTRAL","CENTRL"
"EGLSVWVT_VS_CENTRAL2",961003,"NMPC CENTRAL","CENTRL"
"EGLSVWVT_VS_CENTRAL3",939003,"NMPC CENTRAL","CENTRL"
"EGLSVWVT_VS_DUNWOODI",995003,"CON ED DUNWOODIE","DUNWOD"
"EGLSVWVT_VS_DUNWOODI2",973003,"CON ED DUNWOODIE","DUNWOD"
"EGLSVWVT_VS_DUNWOODI3",951003,"CON ED DUNWOODIE","DUNWOD"
"EGLSVWVT_VS_GENESEE",981003,"NMPC GENESEE","GENESE"
"EGLSVWVT_VS_GENESEE2",959003,"NMPC GENESEE","GENESE"
"EGLSVWVT_VS_GENESEE3",937003,"NMPC GENESEE","GENESE"
"EGLSVWVT_VS_HUDSONVY",991003,"O&R HUDSON VLY","HUD VL"
"EGLSVWVT_VS_HUDSONVY2",969003,"O&R HUDSON VLY","HUD VL"
"EGLSVWVT_VS_HUDSONVY3",947003,"O&R HUDSON VLY","HUD VL"
"EGLSVWVT_VS_LONG-ISL",999003,"LIPA LONG ISLAND","LONGIL"
"EGLSVWVT_VS_LONG-ISL2",977003,"LIPA LONG ISLAND","LONGIL"
"EGLSVWVT_VS_LONG-ISL3",955003,"LIPA LONG ISLAND","LONGIL"
"EGLSVWVT_VS_MILLWOOD",993003,"CON ED MILLWOOD","MILLWD"
"EGLSVWVT_VS_MILLWOOD2",971003,"CON ED MILLWOOD","MILLWD"
"EGLSVWVT_VS_MILLWOOD3",949003,"CON ED MILLWOOD","MILLWD"
"EGLSVWVT_VS_MOHAWKVY",987003,"NMPC MOHAWK VLY","MHK VL"
"EGLSVWVT_VS_MOHAWKVY2",965003,"NMPC MOHAWK VLY","MHK VL"
"EGLSVWVT_VS_MOHAWKVY3",943003,"NMPC MOHAWK VLY","MHK VL"
"EGLSVWVT_VS_NORTH",985003,"NMPC NORTH","NORTH"
"EGLSVWVT_VS_NORTH2",963003,"NMPC NORTH","NORTH"
"EGLSVWVT_VS_NORTH3",941003,"NMPC NORTH","NORTH"
"EGLSVWVT_VS_NY-CITY",997003,"CON ED NY CITY","N.Y.C."
"EGLSVWVT_VS_NY-CITY2",975003,"CON ED NY CITY","N.Y.C."
"EGLSVWVT_VS_NY-CITY3",953003,"CON ED NY CITY","N.Y.C."
"EGLSVWVT_VS_WEST",979003,"NMPC WEST","WEST"
"EGLSVWVT_VS_WEST2",957003,"NMPC WEST","WEST"
"EGLSVWVT_VS_WEST3",935003,"NMPC WEST","WEST"
"EKAPITVT_VL_CAPITAL",988676,"NYSEG CAPITAL","CAPITL"
"EKAPITVT_VL_CENTRAL",982676,"NYSEG CENTRAL","CENTRL"
"EKAPITVT_VL_DUNWOODI",994676,"CON ED DUNWOODIE","DUNWOD"
"EKAPITVT_VL_GENESEE",980676,"RG&E GENESEE","GENESE"
"EKAPITVT_VL_HUDSONVY",990676,"NYSEG HUDSON VLY","HUD VL"
"EKAPITVT_VL_LONG-ISL",998676,"LIPA LONG ISLAND","LONGIL"
"EKAPITVT_VL_MILLWOOD",992676,"CON ED MILLWOOD","MILLWD"
"EKAPITVT_VL_MOHAWKVY",986676,"NYSEG MOHAWK VLY","MHK VL"
"EKAPITVT_VL_NORTH",984676,"NYSEG NORTH","NORTH"
"EKAPITVT_VL_NY-CITY",996676,"CON ED NY CITY","N.Y.C."
"EKAPITVT_VL_WEST",978676,"NYSEG WEST","WEST"
"EKAPITVT_VS_CAPITAL",989676,"NYSEG CAPITAL","CAPITL"
"EKAPITVT_VS_CENTRAL",983676,"NYSEG CENTRAL","CENTRL"
"EKAPITVT_VS_DUNWOODI",995676,"CON ED DUNWOODIE","DUNWOD"
"EKAPITVT_VS_GENESEE",981676,"RG&E GENESEE","GENESE"
"EKAPITVT_VS_HUDSONVY",991676,"NYSEG HUDSON VLY","HUD VL"
"EKAPITVT_VS_LONG-ISL",999676,"LIPA LONG ISLAND","LONGIL"
"EKAPITVT_VS_MILLWOOD",993676,"CON ED MILLWOOD","MILLWD"
"EKAPITVT_VS_MOHAWKVY",987676,"NYSEG MOHAWK VLY","MHK VL"
"EKAPITVT_VS_NORTH",985676,"NYSEG NORTH","NORTH"
"EKAPITVT_VS_NY-CITY",997676,"CON ED NY CITY","N.Y.C."
"EKAPITVT_VS_WEST",979676,"NYSEG WEST","WEST"
"EKT-VT_VL_CAPITAL",988337,"NYSEG CAPITAL","CAPITL"
"EKT-VT_VL_CENTRAL",982337,"NYSEG CENTRAL","CENTRL"
"EKT-VT_VL_DUNWOODI",994337,"CON ED DUNWOODIE","DUNWOD"
"EKT-VT_VL_GENESEE",980337,"NMPC GENESEE","GENESE"
"EKT-VT_VL_HUDSONVY",990337,"NYSEG HUDSON VLY","HUD VL"
"EKT-VT_VL_LONG-ISL",998337,"LIPA LONG ISLAND","LONGIL"
"EKT-VT_VL_MILLWOOD",992337,"NYSEG MILLWOOD","MILLWD"
"EKT-VT_VL_MOHAWKVY",986337,"NYSEG MOHAWK VLY","MHK VL"
"EKT-VT_VL_NORTH",984337,"NYSEG NORTH","NORTH"
"EKT-VT_VL_NY-CITY",996337,"CON ED NY CITY","N.Y.C."
"EKT-VT_VL_WEST",978337,"NMPC WEST","WEST"
"EKT-VT_VS_CAPITAL",989337,"NYSEG CAPITAL","CAPITL"
"EKT-VT_VS_CENTRAL",983337,"NYSEG CENTRAL","CENTRL"
"EKT-VT_VS_DUNWOODI",995337,"CON ED DUNWOODIE","DUNWOD"
"EKT-VT_VS_GENESEE",981337,"NMPC GENESEE","GENESE"
"EKT-VT_VS_HUDSONVY",991337,"NYSEG HUDSON VLY","HUD VL"
"EKT-VT_VS_LONG-ISL",999337,"LIPA LONG ISLAND","LONGIL"
"EKT-VT_VS_MILLWOOD",993337,"NYSEG MILLWOOD","MILLWD"
"EKT-VT_VS_MOHAWKVY",987337,"NYSEG MOHAWK VLY","MHK VL"
"EKT-VT_VS_NORTH",985337,"NYSEG NORTH","NORTH"
"EKT-VT_VS_NY-CITY",997337,"CON ED NY CITY","N.Y.C."
"EKT-VT_VS_WEST",979337,"NMPC WEST","WEST"
"ELENWTSP_SP_ELLENBURG_WT_PWR",704657,"NYPA NORTH","NORTH"
"ELIGO_CE_DUNWOODI",109822,"CON ED DUNWOODIE","DUNWOD"
"ELIGO_CE_MILLWOOD",108822,"CON ED MILLWOOD","MILLWD"
"ELIGO_CE_NY-CITY",110822,"CON ED NY CITY","N.Y.C."
"ELIGO_CH_HUDSONVY",507822,"CENT HUD HUDSON VLY","HUD VL"
"ELIGO_CH_MOHAWKVY",505822,"CENT HUD MOHAWK VLY","MHK VL"
"ELIGO_NM_CAPITAL",306822,"NMPC CAPITAL","CAPITL"
"ELIGO_NM_CENTRAL",303822,"NMPC CENTRAL","CENTRL"
"ELIGO_NM_GENESEE",302822,"NMPC GENESEE","GENESE"
"ELIGO_NM_MOHAWKVY",305822,"NMPC MOHAWK VLY","MHK VL"
"ELIGO_NM_NORTH",304822,"NMPC NORTH","NORTH"
"ELIGO_NM_WEST",301822,"NMPC WEST","WEST"
"ELIGO_NY_CAPITAL",406822,"NYSEG CAPITAL","CAPITL"
"ELIGO_NY_CENTRAL",403822,"NYSEG CENTRAL","CENTRL"
"ELIGO_NY_HUDSONVY",407822,"NYSEG HUDSON VLY","HUD VL"
"ELIGO_NY_MILLWOOD",408822,"NYSEG MILLWOOD","MILLWD"
"ELIGO_NY_MOHAWKVY",405822,"NYSEG MOHAWK VLY","MHK VL"
"ELIGO_NY_NORTH",404822,"NYSEG NORTH","NORTH"
"ELIGO_NY_WEST",401822,"NYSEG WEST","WEST"
"ELIGO_OR_HUDSONVY",607822,"O&R HUDSON VLY","HUD VL"
"ELIGO_RG_GENESEE",802822,"RG&E GENESEE","GENESE"
"ELWTNGSP_SP_ELLENBURG_WT_PWR",304655,"NMPC NORTH","NORTH"
"ELYCTRVT_VL_CAPITAL",988023,"NMPC CAPITAL","CAPITL"
"ELYCTRVT_VL_CENTRAL",982023,"NMPC CENTRAL","CENTRL"
"ELYCTRVT_VL_DUNWOODI",994023,"CON ED DUNWOODIE","DUNWOD"
"ELYCTRVT_VL_GENESEE",980023,"NMPC GENESEE","GENESE"
"ELYCTRVT_VL_HUDSONVY",990023,"O&R HUDSON VLY","HUD VL"
"ELYCTRVT_VL_LONG-ISL",998023,"LIPA LONG ISLAND","LONGIL"
"ELYCTRVT_VL_MILLWOOD",992023,"CON ED MILLWOOD","MILLWD"
"ELYCTRVT_VL_MOHAWKVY",986023,"NMPC MOHAWK VLY","MHK VL"
"ELYCTRVT_VL_NORTH",984023,"NMPC NORTH","NORTH"
"ELYCTRVT_VL_NY-CITY",996023,"CON ED NY CITY","N.Y.C."
"ELYCTRVT_VL_WEST",978023,"NMPC WEST","WEST"
"ELYCTRVT_VS_CAPITAL",989023,"NMPC CAPITAL","CAPITL"
"ELYCTRVT_VS_CENTRAL",983023,"NMPC CENTRAL","CENTRL"
"ELYCTRVT_VS_DUNWOODI",995023,"CON ED DUNWOODIE","DUNWOD"
"ELYCTRVT_VS_GENESEE",981023,"NMPC GENESEE","GENESE"
"ELYCTRVT_VS_HUDSONVY",991023,"O&R HUDSON VLY","HUD VL"
"ELYCTRVT_VS_LONG-ISL",999023,"LIPA LONG ISLAND","LONGIL"
"ELYCTRVT_VS_MILLWOOD",993023,"CON ED MILLWOOD","MILLWD"
"ELYCTRVT_VS_MOHAWKVY",987023,"NMPC MOHAWK VLY","MHK VL"
"ELYCTRVT_VS_NORTH",985023,"NMPC NORTH","NORTH"
"ELYCTRVT_VS_NY-CITY",997023,"CON ED NY CITY","N.Y.C."
"ELYCTRVT_VS_WEST",979023,"NMPC WEST","WEST"
"EMARK_NM_CAPITAL",306789,"NMPC CAPITAL","CAPITL"
"EMARK_NM_CENTRAL",303789,"NMPC CENTRAL","CENTRL"
"EMARK_NM_GENESEE",302789,"NMPC GENESEE","GENESE"
"EMARK_NM_MOHAWKVY",305789,"NMPC MOHAWK VLY","MHK VL"
"EMARK_NM_NORTH",304789,"NMPC NORTH","NORTH"
"EMARK_NM_WEST",301789,"NMPC WEST","WEST"
"EMARK_NY_CAPITAL",406789,"NYSEG CAPITAL","CAPITL"
"EMARK_NY_CENTRAL",403789,"NYSEG CENTRAL","CENTRL"
"EMARK_NY_HUDSONVY",407789,"NYSEG HUDSON VLY","HUD VL"
"EMARK_NY_MILLWOOD",408789,"NYSEG MILLWOOD","MILLWD"
"EMARK_NY_MOHAWKVY",405789,"NYSEG MOHAWK VLY","MHK VL"
"EMARK_NY_NORTH",404789,"NYSEG NORTH","NORTH"
"EMARK_NY_WEST",401789,"NYSEG WEST","WEST"
"EMARK_RG_GENESEE",802789,"RG&E GENESEE","GENESE"
"EMERAVT_VL_CAPITAL",988710,"NYSEG CAPITAL","CAPITL"
"EMERAVT_VL_CENTRAL",982710,"NYSEG CENTRAL","CENTRL"
"EMERAVT_VL_DUNWOODI",994710,"CON ED DUNWOODIE","DUNWOD"
"EMERAVT_VL_GENESEE",980710,"RG&E GENESEE","GENESE"
"EMERAVT_VL_HUDSONVY",990710,"NYSEG HUDSON VLY","HUD VL"
"EMERAVT_VL_LONG-ISL",998710,"LIPA LONG ISLAND","LONGIL"
"EMERAVT_VL_MILLWOOD",992710,"NYSEG MILLWOOD","MILLWD"
"EMERAVT_VL_MOHAWKVY",986710,"NYSEG MOHAWK VLY","MHK VL"
"EMERAVT_VL_NORTH",984710,"NYSEG NORTH","NORTH"
"EMERAVT_VL_NY-CITY",996710,"CON ED NY CITY","N.Y.C."
"EMERAVT_VL_WEST",978710,"NYSEG WEST","WEST"
"EMERAVT_VS_CAPITAL",989710,"NYSEG CAPITAL","CAPITL"
"EMERAVT_VS_CENTRAL",983710,"NYSEG CENTRAL","CENTRL"
"EMERAVT_VS_DUNWOODI",995710,"CON ED DUNWOODIE","DUNWOD"
"EMERAVT_VS_GENESEE",981710,"RG&E GENESEE","GENESE"
"EMERAVT_VS_HUDSONVY",991710,"NYSEG HUDSON VLY","HUD VL"
"EMERAVT_VS_LONG-ISL",999710,"LIPA LONG ISLAND","LONGIL"
"EMERAVT_VS_MILLWOOD",993710,"NYSEG MILLWOOD","MILLWD"
"EMERAVT_VS_MOHAWKVY",987710,"NYSEG MOHAWK VLY","MHK VL"
"EMERAVT_VS_NORTH",985710,"NYSEG NORTH","NORTH"
"EMERAVT_VS_NY-CITY",997710,"CON ED NY CITY","N.Y.C."
"EMERAVT_VS_WEST",979710,"NYSEG WEST","WEST"
"EMMTVT_VL_CAPITAL2",966310,"NMPC CAPITAL","CAPITL"
"EMMTVT_VL_CAPITAL3",944310,"NMPC CAPITAL","CAPITL"
"EMMTVT_VL_CENTRAL2",960310,"NMPC CENTRAL","CENTRL"
"EMMTVT_VL_CENTRAL3",938310,"NMPC CENTRAL","CENTRL"
"EMMTVT_VL_DUNWOODI2",972310,"CON ED DUNWOODIE","DUNWOD"
"EMMTVT_VL_DUNWOODI3",950310,"CON ED DUNWOODIE","DUNWOD"
"EMMTVT_VL_GENESEE2",958310,"NMPC GENESEE","GENESE"
"EMMTVT_VL_GENESEE3",936310,"NMPC GENESEE","GENESE"
"EMMTVT_VL_HUDSONVY2",968310,"O&R HUDSON VLY","HUD VL"
"EMMTVT_VL_HUDSONVY3",946310,"O&R HUDSON VLY","HUD VL"
"EMMTVT_VL_LONG-ISL2",976310,"LIPA LONG ISLAND","LONGIL"
"EMMTVT_VL_LONG-ISL3",954310,"LIPA LONG ISLAND","LONGIL"
"EMMTVT_VL_MILLWOOD2",970310,"CON ED MILLWOOD","MILLWD"
"EMMTVT_VL_MILLWOOD3",948310,"CON ED MILLWOOD","MILLWD"
"EMMTVT_VL_MOHAWKVY2",964310,"NMPC MOHAWK VLY","MHK VL"
"EMMTVT_VL_MOHAWKVY3",942310,"NMPC MOHAWK VLY","MHK VL"
"EMMTVT_VL_NORTH2",962310,"NMPC NORTH","NORTH"
"EMMTVT_VL_NORTH3",940310,"NMPC NORTH","NORTH"
"EMMTVT_VL_NY-CITY2",974310,"CON ED NY CITY","N.Y.C."
"EMMTVT_VL_NY-CITY3",952310,"CON ED NY CITY","N.Y.C."
"EMMTVT_VL_WEST2",956310,"NMPC WEST","WEST"
"EMMTVT_VL_WEST3",934310,"NMPC WEST","WEST"
"EMMTVT_VS_CAPITAL2",967310,"NMPC CAPITAL","CAPITL"
"EMMTVT_VS_CAPITAL3",945310,"NMPC CAPITAL","CAPITL"
"EMMTVT_VS_CENTRAL2",961310,"NMPC CENTRAL","CENTRL"
"EMMTVT_VS_CENTRAL3",939310,"NMPC CENTRAL","CENTRL"
"EMMTVT_VS_DUNWOODI2",973310,"CON ED DUNWOODIE","DUNWOD"
"EMMTVT_VS_DUNWOODI3",951310,"CON ED DUNWOODIE","DUNWOD"
"EMMTVT_VS_GENESEE2",959310,"NMPC GENESEE","GENESE"
"EMMTVT_VS_GENESEE3",937310,"NMPC GENESEE","GENESE"
"EMMTVT_VS_HUDSONVY2",969310,"O&R HUDSON VLY","HUD VL"
"EMMTVT_VS_HUDSONVY3",947310,"O&R HUDSON VLY","HUD VL"
"EMMTVT_VS_LONG-ISL2",977310,"LIPA LONG ISLAND","LONGIL"
